newspaper;title;date;abstract;link
Forbes;this week in xr: epic explains the metaverse, supersocial roblox games, new nreal air smartglasses;Sep 30, 2021;epic ceo tim sweeny says the metaverse is an evolution of how we interact with brands, ip, and others.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/charliefink/2021/09/30/this-week-in-xr-epic-explains-the-metaverse-supersocial-roblox-games-new-nreal-air-smartglasses/
Forbes;would you buy a ‘zuck buck’ cryptocurrency from mark zuckerberg?;Apr 7, 2022;meta is exploring creating digital asset tokens for people to use in his metaverse project. his crypto is derisively referred to as ‘zuck bucks.’ this could be another pivot like the metaverse to find additional revenue streams to make up for their recent financial challenges.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/jackkelly/2022/04/07/would-you-buy-a-zuck-buck-cryptocurrency-from-mark-zuckerberg/
Forbes;national music publishers assn. drops $200 million roblox lawsuit, forms partnership for metaverse;Sep 27, 2021;the national music publishers assn. has dropped its $200 million lawsuit against roblox as part of a new allegiance that promises new creative and commercial opportunities in the metaverse.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/cathyolson/2021/09/27/national-music-publishers-assn-drops-200-mil-roblox-lawsuit-forms-partnership-for-metaverse/
Forbes;reimagining customer experiences in the next web: what are the big questions brands should ask to create value in web3?;Jul 28, 2022;before you jump into web3, nfts, the metaverse, or crypto, leaders need to ask different questions, starting with, what new value can i create in web3? here is a complete list of questions to ask and considerations for creating new value,  delivering innovative experiences, and building communities.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/briansolis/2022/07/28/reimagining-customer-experiences-in-the-next-web-what-are-the-big-questions-brands-should-ask-to-create-value-in-web3/
Forbes;as coca-cola auctions its first nft, more brands are entering the metaverse;Jul 28, 2021;the beverage giant is tapping into its history of collectibles with a new digital twist to raise money for special olympics international.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/martyswant/2021/07/28/as-coca-cola-auctions-its-first-nft-more-brands-are-entering-the-metaverse/
Forbes;fueling the metaverse: epic games buys biggest 3d model platform sketchfab;Jul 21, 2021;epic games, makers of the massively popular fortnite game and vocal opponent of apple’s app store practices, has bought likely the world’s largest 3d content site, sketchfab.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/johnkoetsier/2021/07/21/fueling-the-metaverse-epic-games-buys-biggest-3d-model-platform-sketchfab/
Forbes;räthel & wolf democratises its jewellery collections with new 3d models;Jul 14, 2022;launching a new digital arm to the business, räthel & wolf are once again pushing boundaries by making it possible to download free digital versions of the brand’s designs to use in the metaverse or to 3d print with more cost-effective materials. is this a new future for the jewellery industry?;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/roddyclarke/2022/07/14/rthel--wolf-democratises-its-jewellery-collections-with-new-3d-models/
Forbes;akbar hamid: marketing leaders must harness the power of cryptocurrency, blockchain, nfts and the metaverse to promote and drive innovation;Nov 1, 2021;founder & ceo of his company, the 5th column, he has succeeded to enter a field few of his contemporaries had the vision or ability to do – see an emerging trend and capitalise on it through starting a dedicated nft, blockchain,  crypto division, 5crypto.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/drgeraintevans/2021/11/01/akbar-hamid--marketing-leaders-must-harness-the-power-of-cryptocurrency-blockchain-nfts-and-the-metaverse-to-promote-and-drive-innovation/
Forbes;kate moss and messika team up with drest for a supermodel styling challenge;Mar 29, 2022;fans of the famous brit and fine jewelry will get a chance to play dress up in the metaverse.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/roxannerobinson/2022/03/29/kate-moss-and-messika-team-up-with-drest-for-a-supermodel-styling-challenge/
Forbes;how global brands like tiktok and anheuser-busch are approaching the metaverse and nfts;Jul 16, 2021;from social video sharing app tiktok to american beer company anheuser busch, companies across sectors are dipping their toes in the realm of nfts.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/editors-picks
Forbes;dna vr in london blends the virtual and physical worlds;Jul 24, 2022;this is because right now we’re in-between major new hardware launches and zuckerberg has scared people off with talk of creating the metaverse, where we will spend all our time both working and playing in vr, which is something that people like to write about and nobody wants.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/bennyhareven/2022/07/24/dna-vr-in-london-blends-the-virtual-and-physical-worlds/
Forbes;down the rabbit hole of extended reality – xr studios is where live performance enters the metaverse;Sep 2, 2021;in life as in extended reality, things are not always what they appear to be.  xr studios uses led screens and a fixed focal point camera to bring performers into ar spaces.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/ericfuller/2021/09/02/down-the-rabbit-hole-of-extended-reality--xr-studios-is-where-live-performance-enters-the-metaverse/
Forbes;the internet of the future: here are best examples of web3 in practice;May 10, 2022;web3 is the next evolution of the internet that promises to give us decentralized and more immersive experiences in the metaverse. here we look at the best examples of web3 today.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/bernardmarr/2022/05/10/the-internet-of-the-future-here-are-best-examples-of-web3-in-practice/
Forbes;fortnite’s metaverse assembles: the complete list of licensed skins;Feb 28, 2021;fortnite has assembled the largest, most diverse collection of ips in the world. here's the full list of all the licensed skins in its growing metaverse.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/paultassi/2021/02/28/fortnites-metaverse-assembles-the-complete-list-of-licensed-skins/
Forbes;tiktok, facebook & generation alpha will shape the future of social shopping;Jun 28, 2022;"social commerce is on the rise, and is predicted to grow at least three times faster than sales via traditional mediums. the fact is, generation alpha will practically grow up inside the metaverse; as such, brands should consider social shopping over traditional retail marketing.";https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/eladnatanson/2022/06/28/tiktok-facebook--generation-alpha-will-shape-the-future-of-social-shopping/
Forbes;q&a: ryan tedder talks collaborating with kygo on the bored brothers, onerepublic, ozzy and more;Jun 17, 2022;onerepublic frontman ryan tedder is one of the most in-demand songwriters in the business. but his busy schedule isn't stopping him from collaborating with kygo on a new animated band, the bored brothers.i spoke with tedder about the metaverse project.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/stevebaltin/2022/06/17/qa-ryan-tedder-talks-collaborating-with-kygo-on-the-bored-brothers-onerepublic-ozzy-and-more/
Forbes;this week in xr: brain tech nabs $50 million, 3d without glasses, more on metaverses;Aug 5, 2021;people are still talking about the metaverse. this could go on forever.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/charliefink/2021/08/05/this-week-in-xr-brain-tech-nabs-50-million-3d-without-glasses-more-on-metaverses/
Forbes;on crm: mark zuckerberg's metaverse is coming and it’s going to totally disrupt crm. are you ready?;Aug 2, 2021;holograms. virtual and augmented reality. teleporting. this stuff is happening soon and sales, service and marketing will be forever changed.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/quickerbettertech/2021/08/02/on-crm-mark-zuckerbergs-metaverse-is-coming-and-its-going-to-totally-disrupt-crm-are-you-ready/
Forbes;cash infused dapper labs expands sports metaverse with exclusive soccer deal hoping to unlock future of fandom;Sep 22, 2021;unlocking fandom through memorable moments and digital collectibles is still nascent. the possibilities are enormous and we’re only just scratching the surface. with new funding and an nft partnership with la liga, dapper labs hopes to unlock the future of fandom in the metaverse.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/cathyhackl/2021/09/22/with-more-funds--a-new-la-liga-nft-partnership-dapper-labs-seeks-to-unlock-fandom-in-the-metaverse/
Forbes;the internet is evolving: why you should care;Feb 22, 2022;read on to find out what web 3.0 and the metaverse are, and why they should matter to you.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/forbestechcouncil/2022/02/22/the-internet-is-evolving-why-you-should-care/
Forbes;fashion collaborations drive the metaverse: meet rook vanguard, the roblox creator behind the gucci garden;Jul 13, 2021;the gaming and art industries have gone increasingly virtual over the past decades. the fashion industry is next and it will need to rethink how it engages with creators and embraces user-generated content in the metaverse. rook vanguard  is one of the ugc creators leading the way;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/cathyhackl/2021/07/13/fashion-collaborations-drive-the-metaverse-meet-rook-vanguard-the-roblox-creator-behind-the-gucci-garden/
Forbes;kevin hart extends media omnipresence into animation, web3, nfts with roku originals deal;Jun 29, 2022;the already near-omnipresent kevin hart is now moving into animation, nfts and the metaverse over the next week, even as he kicks off a u.s. tour in new orleans. an original show on the roku channel, a new web3 destination, and hart-specific digital utility tokens are all coming.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/dbloom/2022/06/29/kevin-hart-extends-media-omnipresence-onto-animation-web3-and-nfts-in-roku-originals-deal/
Forbes;can digital twins drive a climate change agenda?;May 16, 2022;digital twin technology is one of the metaverse’s core building blocks. see how digital twins are being used to not only increase operational efficiencies with real time diagnostics and but also meet sustainability goals.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/jenniferhicks/2022/05/16/can-digital-twins-drive-a-climate-change-agenda/
Forbes;“black digital spaces are a vital transformative tool”;Mar 2, 2022;the arrival of the metaverse supercharged the nft market, which black artists have used to save their livelihoods and thrive.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/earlcarr/2022/03/02/black-digital-spaces-are-a-vital-transformative-tool/
Forbes;the recording academy and mastercard are bringing grammy week into roblox;Mar 30, 2022;ahead of the annual music awards, virtual concerts and clothing inside of the gaming platform are early tests for reaching new audiences within the metaverse.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/martyswant/2022/03/30/the-recording-academy-and-mastercard-are-bringing-grammy-week-into-roblox/
Forbes;virtual tour overlays, boundless launch parties—the future of music in the roblox metaverse;May 7, 2021;after staging concerts with lil nas x and royal blood, and an album launch party for why don’t we, roblox has its sites on making the music experience even bigger—and better—than it could be in real-world settings.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/editors-picks
Forbes;how fashion illustrator talia zoref broke through the nft hype;Feb 18, 2022;talia zoref's latest art 'eyes of fashion' collection secures the legacy of luxury couture in the metaverse.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/stephanrabimov/2022/02/18/how-fashion-illustrator-talia-zoref-broke-through-the-nft-hype/
Forbes;insights from the telecommunications industry’s biggest connectivity event of the year—in person;Apr 20, 2022;there were a handful of key themes discussed at the event, including 5g connectivity and interoperability, open ran, cloud and edge computing, private networks, security, network optimization and the metaverse.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/forbestechcouncil/2022/04/20/insights-from-the-telecommunications-industrys-biggest-connectivity-event-of-the-year-in-person/
Forbes;the impending birth of the metaverse and why you should care;Dec 21, 2020;companies like facebook, google, and epic games are already competing to edge each other out in a race to be first to the metaverse mountaintop.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/brandstorytelling/2020/12/21/the-impending-birth-of-the-metaverse-and-why-you-should-care/
Forbes;amtd acquires global fashion media group l’officiel inc sas;Feb 7, 2022;recently, l’officiel launched a pioneering metaverse-based initiative - to mark its centennial year.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/amtd-group/2022/02/07/amtd-acquires-global-fashion-media-group-lofficiel-inc-sas/
Forbes;mobile world congress 2023: unpacking the top themes from ai to 5g and more;Mar 9, 2023;mobile world congress 2023 saw the world's largest mobile and telco event return to normal with megatrends like 5g, ai, sustainability, and connectivity all in focus. a dive into trends, themes, partnerships, and eye-catching moments from this year's mwc in barcelona.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/danielnewman/2023/03/09/mobile-world-congress-2023-unpacking-the-top-themes-from-ai-to-5g-and-more/
Forbes;beacon bloom trio builds a musical metaverse complete with nft options within their new video;Jun 20, 2021;what happens when a trio from new zealand threads both virtual and physical worlds by releasing an electronic dance track complete with embedded access to their metaverse where reality and art collide?;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/ericfuller/2021/06/20/beacon-bloom-trio-builds-a-musical-metaverse-complete-with-nft-options-within-their-new-video/
Forbes;"bill nye on the new space race; plus uncork’s new partners and $20 million to make the metaverse 3d";Aug 13, 2021;welcome to midas touch by alex konrad and becca szkutak.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/newsletters/midas-touch/2021/08/13/bill-nye-on-the-new-space-race-plus-uncorks-new-partners-and-20-million-to-make-the-metaverse-3d/
Forbes;when does ‘fortnite’ become more than ‘fortnite’ in epic’s pursuit of the metaverse?;Apr 14, 2021;i was caught off guard by an official headline from epic’s latest round of funding, which reads “announcing a $1 billion funding round to support epic’s long-term vision for the metaverse.”;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/paultassi/2021/04/14/when-does-fortnite-become-more-than-fortnite-in-epics-pursuit-of-the-metaverse/
Forbes;how kirin sinha is bringing web3 to the real world with illumix;Apr 11, 2022;kirin sinha has become the queen of the metaverse with her accessible plug and play platform, illumix, allowing entertainment and retail companies to integrate augmented reality into their user experience.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/yolarobert1/2022/04/11/how-kirin-sinha-is-bringing-web3-to-the-real-world-with-illumix/
Forbes;the queens of crypto: randi zuckerberg;Jun 13, 2022;randi zuckerberg is one of the leading voices in crypto and nfts. last month she announced a new siriusxm podcast, “crypto cafe with randi zuckerberg,” where she talks to metaverse experts and creators about how they’re helping make crypto less overwhelming and more accessible.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/amyshoenthal/2022/06/13/the-queens-of-crypto-randi-zuckerberg/
Forbes;five digital trends that will change commerce in 2022;Mar 1, 2022;metaverse, ultrafast delivery, green e-commerce, click-and-collect perks and data-driven loyalty will redefine commerce this year.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/michelleevans1/2022/03/01/five-digital-trends-that-will-change-commerce-in-2022/
Forbes;meet neuno’s natalie johnson, one of the female leaders revolutionizing fashion and luxury in the metaverse;May 6, 2021;imagine a virtual runway to empower and dress up your digital twin in high-end fashion. natalie johnson, ceo of a new marketplace for luxury & fashion nfts is hoping to redefine and revolutionize the way consumers will buy, trade and engage with luxury in the metaverse and beyond.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/cathyhackl/2021/05/06/meet-neunos-natalie-johnson-one-of-the-female-leaders-revolutionizing-fashion--luxury-in-the-metaverse/
Forbes;teflon sega immersive, interactive concert on wave gets nft treatment through quincy jones’ oneof;May 3, 2022;wave, which creates metaverse-style immersive, live experiences using digitized musical performances, is partnering with quincy jones-backed nft marketplace oneof to create digital collectibles of the next teflon sega immersive concert.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/dbloom/2022/05/03/teflon-sega-immersive-interactive-concert-on-wave-gets-nft-treatment-through-quincy-jones-oneof/
Forbes;this week in xr the metaverse speaks: meta etf, $80 million for vr chat, jigspace, wxr funded;Jul 1, 2021;the future of social vr is a place on everyone's lips: the metaverse.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/charliefink/2021/07/01/this-week-in-xr-the-metaverse-speaks-meta-eft-80m-for-vr-chat-jigspace-wxr-funded/
Forbes;lamborghini’s last aventador ultimae coupé is up for auction, alongside an nft and digital twin;Apr 19, 2022;automobili lamborghini will auction the last lamborghini aventador ultimae coupé ever produced, an nft, and a digital replica designed for use in the metaverse on rm sotheby’s, the largest collector car auction house in the world.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/editors-picks
Forbes;zuckerberg loses almost $30 billion in a day, one of the largest wealth drops ever;Feb 3, 2022;investors are worried about a rare drop in facebook user growth—and spending around its metaverse project.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/abrambrown/2022/02/03/zuckerberg-fortune-worth-meta-metaverse-stock/
Forbes;the metaverse, spatial computing, and 5g;Apr 30, 2020;the metaverse, if you’re a snow crash fan or the oasis, if you’re more into ready player one, has been talked about for years. but it won’t always be science fiction.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/solrogers/2020/04/30/the-metaverse-spatial-computing-and-5g/
Forbes;nvidia unleashes arsenal of ai innovation with hopper gpu, grace superchip, interconnect and robotics tech;Mar 22, 2022;this year's nvidia's gtc keynote was actually a live demo, delivered from the simulated constructs of the metaverse, and the announcements in silicon and ai innovation were more than impressive.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/davealtavilla/2022/03/22/nvidia-unleashes-arsenal-of-ai-innovation-with-hopper-gpu-grace-cpu-interconnect-and-robotics-tech/
Forbes;lost in the metaverse: meet itzel yard aka ix shells, the highest-selling female nft artist;Jun 18, 2021;30-year-old afro-caribbean generative artist itzel yard never expected her nft to sell for nearly $2 million. the underground cryptoartist rose to fame after the sale, but she is still grounded in community.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/editors-picks
Forbes;metaverse weekly: coach’s signature city, neill blomkamp goes volumetric, mlb gets into nfts and more;Jun 6, 2021;from virtual branded worlds, to volumetric video being used in a new film, to sotheby's new virtual metaverse gallery. here's what happened this week in metaverse-related news.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/cathyhackl/2021/06/06/metaverse-weekly-coachs-signature-city-neil-blomkamp-goes-volumetric-mlb-gets-into-nfts-and-more/
Forbes;scout, fresh off of raising $1.2 million, has a growing waitlist of over 150,000 people hyped about the metaverse;Jul 27, 2021;social media has become an integral part of our lives through the content we share, but millennials and gen-zs feel more disconnected than ever. zack hargett started scout to connect people through content creation.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/frederickdaso/2021/07/27/scout-fresh-off-of-raising-12-million-has-a-growing-waitlist-of-over-150000-people-hyped-about-the-metaverse/
Forbes;meta consumerism: holiday gifts, digital goods, & virtual expression;Dec 31, 2021;virtual nikes and virtual handbags - metaverse expressionism is a one way train to meta consumerism.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/greatspeculations/2021/12/31/meta-consumerism-holiday-gifts-digital-goods--virtual-expression/
Forbes;are there nfts for travel?;Jan 25, 2022;while most nfts are related to games, sports, and the burgeoning metaverse, we’re also starting to see nfts for travel.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/geoffwhitmore/2022/01/25/are-there-nfts-for-travel/
Forbes;this week in xr: mars 360, a real world metaverse, fashion week ar;Feb 19, 2021;recent advances in technology have renewed interest in space, and given humanity hope in the midst of a pandemic.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/charliefink/2021/02/19/this-week-in-xr-mars-360-a-real-world-metaverse-fashion-week-ar/
Forbes;metaverse weekly: virtual gucci pursues, digital people, direct to avatar ecosystem, nerf, nfts and beyond;Jun 1, 2021;here are some of the top metaverse-related news from the last week, including a virtual gucci purse sold on roblox, the expansion of the direct to avatar ecosystem, new nfts, gaming, and more;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/cathyhackl/2021/06/01/metaverse-weekly-virtual-gucci-pursues-digital-people-direct-to-avatar-ecosytem-nerf-nfts-and-beyond/
Forbes;how deep learning is shaping the future of content production;Oct 19, 2021;deep learning stands behind the metaverse (synthetic media, vr/ar, etc.). the metaverse platforms are thus capable of providing tools for content creation.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/forbesbusinesscouncil/2021/10/19/how-deep-learning-is-shaping-the-future-of-content-production/
Forbes;facebook knows it’s losing the battle against tiktok;Feb 4, 2022;if mark zuckerberg believed meta could win, he would spend as much as on creators and short-form video as he is on the metaverse.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/abrambrown/2022/02/04/facebook-meta-growth-zuckerberg-reels-tiktok-videos-creators-pay/
Forbes;axie infinity’s play-to-earn ‘smooth love potion’ gaming has changed lives and lifted people out of poverty;Mar 6, 2022;it's easy to dismiss these digital economies as just games. it’s redefining the meaning of work within the metaverse, and offering people a way to earn money to support themselves and their families.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/jackkelly/2022/03/06/axie-infinity-play-to-earn-smooth-love-potion-gaming-has-changed-lives-and-lifted-people-out-of-poverty/
Forbes;coke’s new gaming-inspired soda is ‘byte’ flavored;Apr 4, 2022;coca-cola is bringing the metaverse into real life with its newest offering, a soda that it’s calling byte. the soda will allegedly “ bring the flavor of pixels to life in a limited-edition beverage that transcends the digital and physical worlds.”;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/emilyprice/2022/04/04/cokes-new-gaming-inspired-soda-is-byte-flavored/
Forbes;fabric’s headless commerce: a primer for retailers with foresight;Mar 29, 2022;what is headless commerce, and why is it important? while the term has all the mind-boggling capacity of an nft, like the metaverse, headless commerce is the future of retailing. composable commerce is the next evolution in modern retail.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/sharonedelson/2022/03/29/headless-commerce-a-primer-for-retailers-with-foresight/
Forbes;the metaverse is coming and it’s a very big deal;Jul 5, 2020;so what happens when the world becomes a billboard, robots have spatial reasoning and virtual assistants own the relationship with the consumer? the metaverse is coming and it's a very big deal.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/cathyhackl/2020/07/05/the-metaverse-is-coming--its-a-very-big-deal/
Forbes;most americans still like facebook, poll finds—but not mark zuckerberg or its new meta name;Nov 2, 2021;americans largely aren’t interested in the company’s new “metaverse.”;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/news
Forbes;international recruiter shares what’s happening in the tech war for talent;Mar 14, 2022;the internet is undergoing a drastic facelift, thanks to surging interest in web3 and the metaverse. however, the journey to the internet of the future is so complex that companies are struggling to find people who can do the job.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/jackkelly/2022/03/14/international-recruiter-shares-whats-happening-in-the-tech-war-for-talent/
Forbes;bmw vs tesla: we’ll sell 25% of cars online in 3 years;Apr 20, 2022;this new unified experience could even extend to the metaverse, theimer says, with virtual test drives. but it also incorporates existing real-world dealerships as a valued asset, not as faded relics of a pre-digital era or an anchor slowing down the boat of change.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/johnkoetsier/2022/04/20/bmw-vs-tesla-well-sell-25-of-cars-online-in-3-years/
Forbes;three ways to leverage your sample collections to increase brand performance;Feb 4, 2022;as the industry and the whole world have entered a second digital dimension, the metaverse, fashion, luxury and beauty companies have had to adapt to this new sphere.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/forbescommunicationscouncil/2022/02/04/three-ways-to-leverage-your-sample-collections-to-increase-brand-performance/
Forbes;crypto cannabis club to launch the first nft-powered cannabis brand;Feb 9, 2022;crypto cannabis club, an nft collection and metaverse community for crypto and cannabis enthusiasts, recently announced the launch of the first ever nft-powered cannabis brand.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/editors-picks
Forbes;the world’s shortest list of technologies to watch in 2022;Feb 2, 2022;new year, new opportunities, but which technologies will enable these opportunities? from the physical to the digital, and beyond to the metaverse, here is my list of technologies to watch.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/hodfleishman/2022/02/02/the-shortest-list-in-the-world-of-technologies-to-watch-in-2022/
Forbes;building on the promise of web3 to deliver a future of utility, value and empowerment that benefits everyone;Apr 4, 2022;web3 is at peak hype cycle with crypto, nfts, the metaverse, and blockchain fueling a frenzy that is creating excitement, confusion, and also new opportunities. this article explores the hype and the promise of web3 to inspire next-generation companies, products,  services, and experiences.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/briansolis/2022/04/04/building-on-the-promise-of-web3-to-deliver-a-future-of-utility-value-and-empowerment-that-benefits-everyone/
Forbes;facebook’s evolution into ‘meta’ has incredible potential to revolutionize healthcare;Oct 30, 2021;the metaverse will redefine social interaction— and perhaps how healthcare is delivered.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/saibala/2021/10/30/facebooks-evolution-into-meta-has-incredible-potential-to-revolutionize-healthcare/
Forbes;ether highs | corporate meta-mania;Nov 9, 2021;another week, another all-time high for ether. the metaverse bandwagon.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/cryptoconfidential/2021/11/09/ether-highs--corporate-meta-mania/
Forbes;moving toward a story-driven entertainment metaverse;Jun 3, 2020;such online experiences have been available for some time. yet, these virtual worlds have failed to approach the popularity of modern video games.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/forbestechcouncil/2020/06/03/moving-toward-a-story-driven-entertainment-metaverse/
Forbes;now is the time to talk about ethics and privacy in the metaverse;Aug 2, 2020;the time to develop best practices to guide ethical decision making in the metaverse is now, not later on.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/cathyhackl/2020/08/02/now-is-the-time-to-talk-about-ethics--privacy-in-the-metaverse/
Forbes;decoding metafi: the next frontier in blockchain's evolution;Feb 2, 2022;the metaverse enables us to have one system that connects all of these devices and data points, causing them to function as one ecosystem in order to improve lives.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/forbesbusinesscouncil/2022/02/02/decoding-metafi-the-next-frontier-in-blockchains-evolution/
Forbes;has the pandemic launched us into the age of the metaverse?;May 27, 2020;do you see yourself interacting with your friends, working or consuming content in a regular way, not occasionally, with a viewer weighing a pound strapped in front of your eyes? is virtual reality technology ready for that moment of mass adoption? are we?;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/editors-picks
Forbes;why executives need to get their heads in the virtual reality game;Dec 14, 2021;the metaverse could be poised to take off in the way that the internet did — and leaders need to be prepared to make the most of it.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/rogertrapp/2021/12/14/why-executives-need-to-get-their-heads-in-the-virtual-reality-game/
Forbes;‘getting the whole world high’ - wiz khalifa announces khalifa kush expansion;Feb 22, 2022;wiz khalifa speaks on his favorite cannabis strain for creativity, entering the metaverse, and announces that consumers can expect to find khalifa kush on shelves in michigan, florida, and pennsylvania in 2022.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/lindseybartlett/2022/02/22/wiz-khalifa-announces-khalifa-kush-expansion-to-florida/
Forbes;from gaming to holograms, how tech is helping candidates campaign in the metaverse;Nov 2, 2020;video games, holograms, and immersive technology can help us see a candidate's policies virtually before they’re implemented in real life. whichever way people vote, there’s no doubt that the metaverse will be part of how politicians will campaign and reach voters in the future.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/cathyhackl/2020/11/02/from-gaming-to-holograms-how-tech-is-helping-candidates-campaign-in-the-metaverse/
Forbes;web3: 2be or not 2be;Apr 2, 2022;i get that the current web needs some serious fixing. enter cryptocurrency, the rise of decentralized autonomous organizations, (nfts) & the metaverse. the fomo created by these makes the average joe question the viability or even sustainability of the next iteration of the internet. is web3 to be?;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/hessiejones/2022/04/02/web3-2be-or-not-2be/
Forbes;qualcomm introduces spaces to make apps for ar glasses;Nov 9, 2021;one of the metaverse's key technology providers wants to make it easier to create content.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/charliefink/2021/11/09/qualcomm-introduces-spaces-to-make-apps-for-ar-glasses/
Forbes;paris hilton on her style evolution and hit tv show, ‘paris in love’;Jan 19, 2022;"""whatever you wear in real life, in the metaverse, you’re going to be spending a lot of time there, why wouldn’t you want to look fashionable in there, as well?""";https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/nadjasayej/2022/01/19/paris-hilton-on-her-style-evolution-and-hit-tv-show-paris-in-love/
Forbes;the biggest real estate tech trends to watch in 2022;Feb 16, 2022;with the continual evolution of technology such as blockchain, ai and the metaverse, we could be approaching a tipping point where novel innovations have the potential to transform certain aspects of the real estate industry.;https://www.forbes.com/simple-data/search/morehttps://www.forbes.com/sites/forbesbusinesscouncil/2022/02/16/the-biggest-real-estate-tech-trends-to-watch-in-2022/
